"workclass";"education";"marital_status";"major_ind_code";"occupation";"race";"gender";"full_or_part_emp";"capital_gains";"capital_losses";"state_prev_res";"det_hh_summ";"fam_under_18";"country_self";"year";"income_50k";"YoB"
"federal government";"high school graduate";"married civilian spouse present";"public administration";"adm support including clerical";"white";"female";"children or armed forces";0;0;;"spouse of householder";;"united states";94;"<=50k";62
"self employed incorporated";"11th grade";"divorced";"retail trade";"sales";"white";"male";"children or armed forces";0;0;;"nonrelative of householder";;"united states";94;"<=50k";43
"private";"high school graduate";"never married";"private household services";"private household services";"black";"female";"children or armed forces";0;0;;"child 18 or older";;"united states";94;"<=50k";67
"private";"high school graduate";"married civilian spouse present";"finance insurance and real estate";"sales";"white";"female";"full time schedules";0;0;;"spouse of householder";;"united states";95;"<=50k";50
"private";"7th and 8th grade";"married civilian spouse present";"finance insurance and real estate";"protective services";"white";"male";"children or armed forces";0;0;;"householder";;"puerto rico";94;"<=50k";35
"private";"1st 2nd 3rd or 4th grade";"married civilian spouse present";"manufacturing nondurable goods";"machine operators assmblrs & inspctrs";"amer indian aleut or eskimo";"female";"children or armed forces";0;0;;"spouse of householder";;"mexico";94;"<=50k";52
"private";"some college but no degree";"married civilian spouse present";"medical except hospital";"other service";"white";"female";"full time schedules";0;0;;"spouse of householder";;"united states";95;"<=50k";49
"private";"masters degree(ma ms meng med msw mba)";"married civilian spouse present";"other professional services";"professional specialty";"white";"male";"full time schedules";0;0;;"spouse of householder";;"united states";95;">50k";58
"state government";"masters degree(ma ms meng med msw mba)";"married civilian spouse present";"education";"professional specialty";"white";"female";"children or armed forces";0;0;;"spouse of householder";;"united states";94;"<=50k";48
"private";"some college but no degree";"married civilian spouse present";"retail trade";"executive admin and managerial";"white";"female";"full time schedules";0;0;;"spouse of householder";;"united states";95;"<=50k";50
"private";"associates degree academic program";"married civilian spouse present";"other professional services";"executive admin and managerial";"white";"female";"full time schedules";0;0;;"spouse of householder";;"united states";95;"<=50k";51
"private";"bachelors degree(ba ab bs)";"married civilian spouse present";"manufacturing nondurable goods";"executive admin and managerial";"white";"male";"full time schedules";0;0;;"householder";;"united states";95;">50k";59
"private";"high school graduate";"never married";"construction";"precision production craft & repair";"black";"male";"children or armed forces";3325;0;;"householder";;"united states";94;"<=50k";67
"private";"associates degree academic program";"married civilian spouse present";"hospital services";"technicians and related support";"amer indian aleut or eskimo";"female";"children or armed forces";0;0;;"spouse of householder";;"united states";94;"<=50k";58
"private";"high school graduate";"married civilian spouse present";"retail trade";"adm support including clerical";"white";"female";"children or armed forces";0;0;;"spouse of householder";;"united states";94;"<=50k";67
"private";"some college but no degree";"never married";"finance insurance and real estate";"adm support including clerical";"white";"male";"full time schedules";0;0;;"householder";;"united states";95;"<=50k";74
"private";"high school graduate";"married civilian spouse present";"manufacturing durable goods";"precision production craft & repair";"asian or pacific islander";"female";"children or armed forces";0;0;"indiana";"other relative of householder";;"india";94;"<=50k";54
"self employed not incorporated";"high school graduate";"married civilian spouse present";"finance insurance and real estate";"executive admin and managerial";"other";"female";"children or armed forces";0;0;;"spouse of householder";;"united states";94;">50k";54
"private";"masters degree(ma ms meng med msw mba)";"married civilian spouse present";"education";"professional specialty";"white";"female";"children or armed forces";0;0;;"spouse of householder";;"united states";94;"<=50k";56
"private";"some college but no degree";"married civilian spouse present";"retail trade";"transportation and material moving";"white";"male";"pt for econ reasons usually ft";0;0;;"other relative of householder";;"united states";95;"<=50k";71
"local government";"some college but no degree";"married civilian spouse present";"education";"other service";"white";"female";"children or armed forces";0;0;;"spouse of householder";;"united states";94;"<=50k";4
"local government";"bachelors degree(ba ab bs)";"divorced";"education";"professional specialty";"white";"female";"children or armed forces";0;0;;"child 18 or older";;"united states";94;"<=50k";56
"private";"bachelors degree(ba ab bs)";"never married";"manufacturing durable goods";"machine operators assmblrs & inspctrs";"white";"male";"pt for non econ reasons usually ft";7443;0;;"householder";;"united states";95;"<=50k";52
"self employed incorporated";"masters degree(ma ms meng med msw mba)";"married civilian spouse present";"business and repair services";"executive admin and managerial";"white";"male";"children or armed forces";15024;0;;"householder";;"united states";94;"<=50k";55
"private";"high school graduate";"married civilian spouse present";"business and repair services";"adm support including clerical";"white";"female";"pt for econ reasons usually pt";0;0;;"spouse of householder";;"united states";95;"<=50k";34
"private";"7th and 8th grade";"married civilian spouse present";"manufacturing nondurable goods";"machine operators assmblrs & inspctrs";"black";"male";"full time schedules";2407;0;;"householder";;"united states";95;"<=50k";42
"private";"high school graduate";"never married";"social services";"adm support including clerical";"white";"male";"children or armed forces";0;0;;"other relative of householder";;"united states";94;"<=50k";73
"private";"some college but no degree";"never married";"retail trade";"other service";"white";"male";"pt for non econ reasons usually ft";0;0;;"child 18 or older";;"united states";95;"<=50k";76
"private";"some college but no degree";"never married";"retail trade";"sales";"white";"female";"full time schedules";0;0;;"nonrelative of householder";;"germany";95;"<=50k";76
