age;workclass;education;marital_status;occupation;relationship;race;gender;capital_gains;capital_losses;hours_per_week;country_self;income_50k
37;private;high school graduate;married civilian spouse present;professional specialty;husband;white;male;0;0;40;columbia;<=50k
90;private;high school graduate;never married;adm support including clerical;not in family;white;female;0;0;40;united states;>50k
49;private;bachelors degree(ba ab bs);married civilian spouse present;sales;husband;white;male;0;0;50;united states;>50k
53;private;7th and 8th grade;never married;other service;own child;white;male;0;0;40;united states;<=50k
17;private;12th grade;never married;other service;own child;white;male;0;0;32;united states;<=50k
43;private;1st 2nd 3rd or 4th grade;married civilian spouse present;farming forestry and fishing;husband;white;male;0;0;70;mexico;<=50k
35;self employed not incorporated;high school graduate;married spouse absent;other service;not in family;white;female;0;0;40;united states;<=50k
25;private;high school graduate;never married;sales;own child;white;female;0;0;40;mexico;<=50k
35;private;associates degree academic program;never married;machine operators assmblrs & inspctrs;not in family;white;female;0;0;44;united states;>50k
58;state government;some college but no degree;married civilian spouse present;executive admin and managerial;husband;white;male;0;0;40;united states;<=50k
51;private;bachelors degree(ba ab bs);married civilian spouse present;executive admin and managerial;husband;white;male;0;0;45;united states;>50k
31;private;some college but no degree;never married;adm support including clerical;not in family;white;female;0;0;40;united states;<=50k
40;self employed incorporated;prof school degree (md dds dvm llb jd);married civilian spouse present;professional specialty;husband;white;male;0;0;50;united states;>50k
38;private;some college but no degree;never married;adm support including clerical;other relative;other;male;0;0;40;india;<=50k
44;private;associates degree academic program;married civilian spouse present;machine operators assmblrs & inspctrs;husband;white;male;0;0;42;united states;<=50k
43;private;1st 2nd 3rd or 4th grade;never married;adm support including clerical;unmarried;white;female;0;0;30;dominican republic;<=50k
31;private;prof school degree (md dds dvm llb jd);married civilian spouse present;professional specialty;husband;white;male;0;1977;70;united states;>50k
21;private;some college but no degree;never married;adm support including clerical;own child;white;female;0;0;18;united states;<=50k
25;private;bachelors degree(ba ab bs);never married;adm support including clerical;own child;black;female;0;0;40;united states;<=50k
52;local government;some college but no degree;married civilian spouse present;protective services;husband;white;male;0;0;40;united states;>50k
53;private;high school graduate;married civilian spouse present;protective services;husband;black;male;0;0;40;united states;>50k
18;private;some college but no degree;never married;handlers equip cleaners etc;own child;black;male;0;0;20;united states;<=50k
41;private;high school graduate;never married;other service;own child;white;male;0;0;40;united states;<=50k
26;private;high school graduate;married civilian spouse present;precision production craft & repair;husband;white;male;0;0;40;united states;<=50k
29;private;high school graduate;separated;other service;not in family;white;female;0;0;25;united states;<=50k
37;private;high school graduate;never married;farming forestry and fishing;not in family;white;male;0;0;45;united states;<=50k
24;private;some college but no degree;never married;machine operators assmblrs & inspctrs;own child;black;female;2597;0;45;united states;<=50k
32;private;some college but no degree;divorced;adm support including clerical;unmarried;black;female;0;0;41;united states;<=50k
35;private;high school graduate;married civilian spouse present;adm support including clerical;husband;white;male;0;0;40;united states;<=50k
23;self employed not incorporated;10th grade;never married;sales;own child;white;female;0;0;40;united states;<=50k
38;private;some college but no degree;married civilian spouse present;executive admin and managerial;husband;white;male;0;0;40;united states;>50k
27;private;bachelors degree(ba ab bs);married civilian spouse present;professional specialty;wife;white;female;0;1628;50;united states;<=50k
46;private;some college but no degree;married civilian spouse present;precision production craft & repair;husband;white;male;0;0;50;united states;>50k
22;private;some college but no degree;never married;handlers equip cleaners etc;own child;black;male;0;0;35;united states;<=50k
38;private;some college but no degree;married civilian spouse present;executive admin and managerial;husband;white;male;0;0;80;united states;>50k
27;local government;associates degree occup /vocational;never married;executive admin and managerial;own child;white;female;0;0;40;united states;<=50k
45;federal government;bachelors degree(ba ab bs);never married;adm support including clerical;not in family;white;male;0;0;45;united states;<=50k
32;private;bachelors degree(ba ab bs);married civilian spouse present;executive admin and managerial;husband;white;male;0;0;45;united states;>50k
38;federal government;high school graduate;married civilian spouse present;precision production craft & repair;husband;white;male;0;0;40;united states;<=50k
21;private;high school graduate;never married;sales;own child;white;male;0;0;40;united states;<=50k
33;private;high school graduate;married civilian spouse present;other service;husband;white;male;0;0;50;united states;<=50k
27;private;high school graduate;never married;sales;own child;white;female;0;0;45;mexico;<=50k
19;private;some college but no degree;never married;adm support including clerical;not in family;white;female;0;0;20;united states;<=50k
20;local government;high school graduate;never married;precision production craft & repair;not in family;white;male;0;0;10;united states;<=50k
37;self employed not incorporated;high school graduate;married civilian spouse present;transportation and material moving;husband;white;male;0;0;75;united states;<=50k
